Cust_ID,Target,Age,Gender,Balance,Occupation,No_OF_CR_TXNS,AGE_BKT,Holding_Period,SCR
C10964,0,49,M,15163.1,SAL,14,46-50,24,NA
C10965,0,47,M,7242.29,PROF,0,46-50,7,NA
C10966,0,27,M,33369.21,SAL,10,26-30,16,NA
C10967,0,53,M,27769.87,SAL,32,>50,6,NA
C10968,0,53,M,36673.12,SAL,5,>50,4,NA
C10969,0,55,M,13267.43,SAL,3,>50,6,NA
C10970,0,27,M,28705.24,SAL,27,26-30,9,NA
C10971,0,30,M,294449.99,SAL,46,26-30,26,NA
C10972,0,39,M,34048.59,SAL,0,36-40,31,NA
C10973,0,38,M,26147.36,SAL,2,36-40,14,NA
C10974,0,55,M,107772.14,PROF,9,>50,10,NA
C10975,0,50,M,4591.83,SAL,39,46-50,0,NA
C10976,0,38,M,57216.15,SAL,31,36-40,22,NA
C10977,0,50,M,12583.9,PROF,2,46-50,12,NA
C10978,0,51,M,58564.42,PROF,23,>50,31,NA
C10979,0,27,M,75408.75,PROF,40,26-30,30,NA
C10980,0,46,M,48756.65,PROF,31,46-50,29,NA
C10981,0,27,M,116521.47,PROF,6,26-30,26,NA
C10982,0,23,M,185612.1,SAL,10,<25,8,NA
C10983,0,23,M,187378.24,SAL,32,<25,15,NA
C10984,0,43,M,25694.6,PROF,20,41-45,4,NA
C10985,0,26,M,20983.76,PROF,15,26-30,14,NA
C10986,0,23,M,16777.71,PROF,14,<25,8,NA
C10987,0,32,M,50147.3,SAL,8,31-35,23,NA
C10988,0,33,M,6645.64,PROF,6,31-35,30,NA
C10989,0,32,M,26905.92,PROF,47,31-35,26,NA
C10990,1,28,M,479.69,NA,36,26-30,26,NA
C10991,0,46,M,2370.15,SAL,7,46-50,13,NA
C10992,0,28,M,18039.77,SAL,28,26-30,15,NA
C10993,0,33,M,13365.44,PROF,24,31-35,5,NA
C10994,0,41,M,6570.76,SAL,30,41-45,5,NA
C10995,0,52,M,44828.68,SAL,37,>50,5,NA
C10996,0,37,M,11866.1,SAL,9,36-40,28,NA
C10997,1,49,M,13075.07,PROF,46,46-50,9,NA
C10998,1,45,M,0.66,SAL,27,41-45,20,NA
C10999,1,39,M,35670.07,PROF,15,36-40,13,NA
C11000,0,49,M,10558.81,SAL,23,46-50,6,NA
C11001,0,53,M,134466.62,PROF,43,>50,18,NA
C11002,0,44,M,14055.24,PROF,37,41-45,17,NA
C11003,0,34,M,12365.65,SAL,21,31-35,13,NA
C11004,0,33,M,10918.16,PROF,50,31-35,19,NA
C11005,0,45,M,88173.76,PROF,49,41-45,0,NA
C11006,0,45,M,39115.88,PROF,25,41-45,18,NA
C11007,0,48,M,66365.59,PROF,6,46-50,23,NA
C11008,0,39,M,97264.67,PROF,17,36-40,15,NA
C11009,0,26,M,919.74,PROF,38,26-30,0,NA
C11010,0,48,M,45233.04,PROF,34,46-50,3,NA
C11011,0,51,M,49050.35,SAL,31,>50,2,NA
C11012,0,33,M,18465.89,SAL,45,31-35,9,NA
C11013,0,29,M,32980.8,SAL,14,26-30,15,NA
C11014,0,36,M,9423.58,PROF,12,36-40,13,NA
C11015,0,52,M,96824.13,PROF,32,>50,14,NA
C11016,0,41,M,7393.71,SAL,14,41-45,24,NA
C11017,0,37,M,4241.31,SAL,49,36-40,16,NA
C11018,0,47,M,24558.62,PROF,38,46-50,25,NA
C11019,0,37,M,34902.92,PROF,21,36-40,5,NA
C11020,0,42,M,2097.14,PROF,47,41-45,6,NA
C11021,0,36,M,13849.86,SAL,21,36-40,9,NA
C11022,0,41,M,7479.18,SELF-EMP,39,41-45,11,NA
C11023,0,37,M,33815.49,SELF-EMP,42,36-40,0,NA
C11024,0,39,M,26949.26,PROF,40,36-40,28,NA
C11025,0,52,M,7659.96,PROF,43,>50,2,NA
C11026,0,25,M,18122.33,SAL,26,<25,31,NA
C11027,0,30,M,13602.39,PROF,8,26-30,6,NA
C11028,0,51,M,3302.22,SELF-EMP,18,>50,2,NA
C11029,1,51,M,49420.08,PROF,49,>50,7,NA
C11030,0,29,M,4052.56,SELF-EMP,25,26-30,14,NA
C11031,0,35,M,620326.76,SAL,23,31-35,14,NA
C11032,0,51,M,32145.27,SAL,18,>50,13,NA
C11033,0,43,M,16525.71,PROF,2,41-45,18,NA
C11034,0,49,M,5653.85,SAL,43,46-50,27,NA
C11035,1,34,M,4150.04,SAL,14,31-35,15,NA
C11036,1,47,M,35593.81,SELF-EMP,39,46-50,16,NA
C11037,1,45,M,206177.67,NA,3,41-45,3,NA
C11038,1,36,M,758.85,NA,6,36-40,1,NA
C11039,0,33,M,78174.7,PROF,31,31-35,5,NA
C11040,0,54,M,50338.79,PROF,12,>50,6,NA
C11041,0,25,M,34926.66,PROF,13,<25,6,NA
C11042,0,31,M,9264.38,SAL,43,31-35,5,NA
C11043,0,33,M,63341.19,SAL,42,31-35,17,NA
C11044,0,28,M,55569.49,PROF,10,26-30,11,NA
C11045,0,32,M,14598.55,PROF,49,31-35,24,NA
C11046,0,35,M,44523.14,SELF-EMP,4,31-35,14,NA
C11047,0,49,M,8419.38,PROF,15,46-50,17,NA
C11048,0,50,M,107270.22,SAL,11,46-50,4,NA
C11049,0,31,M,74824.91,PROF,1,31-35,23,NA
C11050,0,43,M,13890.87,SAL,39,41-45,15,NA
C11051,0,38,M,206900.35,SAL,17,36-40,27,NA
C11052,0,50,M,49617.86,SELF-EMP,29,46-50,27,NA
C11053,0,42,M,212878.83,PROF,9,41-45,6,NA
C11054,0,28,M,13901.78,PROF,19,26-30,16,NA
C11055,0,47,M,3591.12,PROF,26,46-50,16,NA
C11056,0,32,M,15247.96,PROF,12,31-35,30,NA
C11057,0,36,M,4631.08,PROF,18,36-40,18,NA
C11058,0,51,M,100804.75,SAL,35,>50,25,NA
C11059,0,49,M,133374.05,SAL,21,46-50,22,NA
C11060,0,44,M,209130.99,SAL,14,41-45,26,NA
C11061,0,55,M,35597.72,PROF,22,>50,17,NA
C11062,0,50,M,38224.47,PROF,42,46-50,3,NA
C11063,0,28,M,1757.5,PROF,17,26-30,16,NA
C11064,0,36,M,7969.54,PROF,33,36-40,10,NA
C11065,0,41,M,18499.23,PROF,1,41-45,30,NA
C11066,0,33,M,136651.93,SAL,23,31-35,29,NA
C11067,0,53,M,111723.75,PROF,28,>50,8,NA
C11068,0,53,M,29053.38,SAL,40,>50,10,NA
C11069,1,49,M,44429.85,NA,1,46-50,10,NA
C11070,0,49,M,7856.51,SAL,25,46-50,25,NA
C11071,0,27,M,6723.61,PROF,11,26-30,10,NA
C11072,0,33,M,156504.39,SAL,39,31-35,17,NA
C11073,0,49,M,1172.25,PROF,11,46-50,0,NA
C11074,0,49,M,18589.64,PROF,38,46-50,12,NA
C11075,1,47,M,106154.65,SELF-EMP,42,46-50,8,NA
C11076,1,30,M,9363.5,NA,11,26-30,28,NA
C11077,1,39,M,7758.41,SELF-EMP,12,36-40,27,NA
C11078,1,53,M,250904.83,PROF,34,>50,1,NA
C11079,0,42,M,41331.86,SAL,31,41-45,18,NA
C11080,0,32,M,2885.8,SAL,10,31-35,6,NA
C11081,0,35,M,365005.27,PROF,19,31-35,20,NA
C11082,0,30,M,119822.64,SAL,8,26-30,14,NA
C11083,0,52,M,7693.7,SAL,32,>50,10,NA
C11084,0,28,M,8974.86,PROF,46,26-30,15,NA
C11085,0,45,M,112400.14,PROF,7,41-45,13,NA
C11086,0,26,M,22432,SAL,0,26-30,26,NA
C11087,0,54,M,35866.52,SAL,43,>50,1,NA
C11088,0,41,M,46461.25,SAL,40,41-45,20,NA
C11089,0,53,M,20404.66,SAL,14,>50,24,NA
C11090,0,33,M,6671.91,SAL,3,31-35,13,NA
C11091,0,45,M,5353.81,SELF-EMP,14,41-45,17,NA
C11092,0,55,M,43261.33,SELF-EMP,24,>50,14,NA
C11093,0,36,M,7397.5,SAL,26,36-40,13,NA
C11094,0,40,M,8520.38,SAL,14,36-40,17,NA
C11095,0,40,M,347053.5,SAL,10,36-40,17,NA
C11096,0,52,M,179258.02,SAL,37,>50,9,NA
C11097,0,42,M,307948.59,PROF,38,41-45,28,NA
C11098,0,35,M,227916.24,SAL,37,31-35,4,NA
C11099,0,34,M,18061.91,PROF,22,31-35,9,NA
C11100,0,51,M,10626.94,PROF,33,>50,0,NA
C11101,0,29,M,89964.88,PROF,14,26-30,24,NA
C11102,0,45,M,63081,PROF,2,41-45,18,NA
C11103,0,47,M,14329.03,PROF,32,46-50,9,NA
C11104,0,55,M,43277,PROF,22,>50,8,NA
C11105,0,49,M,201290.6,PROF,17,46-50,21,NA
C11106,0,27,M,6693.38,PROF,7,26-30,0,NA
C11107,0,53,M,201076.09,SAL,40,>50,13,NA
C11108,1,39,M,4499.66,PROF,11,36-40,9,NA
C11109,0,46,M,113920.9,SELF-EMP,28,46-50,18,NA
C11110,0,41,M,26947.03,SAL,2,41-45,20,NA
C11111,0,31,M,85581.84,PROF,26,31-35,1,NA
C11112,0,43,M,70245.65,PROF,46,41-45,27,NA
C11113,0,49,M,12216.08,PROF,23,46-50,18,NA
C11114,1,31,M,361457.49,NA,32,31-35,10,NA
C11115,1,40,M,49764.16,PROF,40,36-40,9,NA
C11116,1,50,M,96863.95,SAL,32,46-50,1,NA
C11117,1,35,M,52595.77,SELF-EMP,12,31-35,25,NA
C11118,0,35,M,49439.09,SAL,11,31-35,5,NA
C11119,0,46,M,46503.13,SAL,33,46-50,2,NA
C11120,0,52,M,25500.22,PROF,12,>50,14,NA
C11121,0,46,M,42842.35,SAL,27,46-50,1,NA
C11122,0,45,M,8347.88,PROF,49,41-45,17,NA
C11123,0,47,M,44548.3,SAL,27,46-50,27,NA
C11124,0,53,M,141020.31,PROF,33,>50,20,NA
C11125,0,30,M,123149.03,PROF,34,26-30,16,NA
C11126,0,43,M,28491.64,PROF,42,41-45,0,NA
C11127,0,55,M,27181.4,SAL,13,>50,26,NA
C11128,0,29,M,122495.7,SAL,37,26-30,18,NA
C11129,0,53,M,41757.71,PROF,8,>50,18,NA
C11130,0,28,M,22996.17,SAL,3,26-30,30,NA
C11131,0,42,M,2301.4,PROF,13,41-45,2,NA
C11132,0,34,M,9266.28,SAL,0,31-35,26,NA
C11133,0,31,M,43241.32,PROF,21,31-35,23,NA
C11134,0,44,M,27644.61,PROF,29,41-45,10,NA
C11135,0,36,M,191967.04,PROF,12,36-40,25,NA
C11136,0,34,M,139357.63,SAL,7,31-35,1,NA
C11137,0,51,M,40290.79,SAL,24,>50,24,NA
C11138,0,38,M,8106.23,SAL,42,36-40,10,NA
C11139,0,55,M,7376.76,SAL,18,>50,18,NA
C11140,0,30,M,215601.6,SAL,12,26-30,6,NA
C11141,0,43,M,5891.41,SAL,17,41-45,0,NA
C11142,0,29,M,106383.9,SAL,36,26-30,9,NA
C11143,0,28,M,27478.54,SAL,42,26-30,22,NA
C11144,0,28,M,19613.72,PROF,33,26-30,29,NA
C11145,0,29,M,14690.71,PROF,17,26-30,9,NA
C11146,0,43,M,45402.06,SAL,30,41-45,20,NA
C11147,0,38,M,42895.99,SAL,15,36-40,15,NA
C11148,1,25,M,7734.9,PROF,46,<25,16,NA
C11149,0,33,M,26860.68,SAL,1,31-35,11,NA
C11150,0,40,M,25304.28,PROF,21,36-40,20,NA
C11151,0,43,M,4818.44,SAL,50,41-45,5,NA
C11152,0,54,M,44967.85,PROF,4,>50,24,NA
C11153,0,34,M,24004.5,PROF,23,31-35,18,NA
C11154,1,51,M,31700.46,SAL,3,>50,7,NA
C11155,1,49,M,21639,SAL,9,46-50,14,NA
C11156,1,50,M,25546.12,NA,23,46-50,2,NA
C11157,1,43,M,34434.2,PROF,7,41-45,7,NA
C11158,0,27,M,907647.84,PROF,26,26-30,4,NA
C11159,0,49,M,23201.6,PROF,23,46-50,16,NA
C11160,0,28,M,200438.34,SAL,30,26-30,19,NA
C11161,0,40,M,12039.66,PROF,30,36-40,5,NA
C11162,0,54,M,3911.2,PROF,46,>50,9,NA
C11163,0,45,M,143396.34,PROF,34,41-45,4,NA
C11164,0,31,M,36941.36,PROF,45,31-35,8,NA
C11165,0,37,M,12551.77,SAL,36,36-40,28,NA
C11166,0,25,M,107397.89,PROF,4,<25,11,NA
C11167,0,44,M,23925.01,PROF,41,41-45,11,NA
C11168,0,30,M,47717.12,PROF,5,26-30,5,NA
C11169,0,31,M,63443.66,SAL,20,31-35,20,NA
C11170,0,36,M,23914.93,PROF,0,36-40,22,NA
C11171,0,38,M,49257.03,SAL,19,36-40,10,NA
C11172,0,27,M,114824.56,SAL,17,26-30,18,NA
C11173,0,39,M,218905.9,SAL,43,36-40,19,NA
C11174,0,54,M,12787.33,SAL,33,>50,19,NA
C11175,0,30,M,113148.36,PROF,16,26-30,29,NA
C11176,0,29,M,2031.08,SAL,22,26-30,19,NA
C11177,0,53,M,13903.98,SAL,12,>50,24,NA
C11178,0,45,M,31024.59,SAL,48,41-45,19,NA
C11179,0,33,M,4515.63,SAL,34,31-35,10,NA
C11180,0,47,M,24129.75,SAL,10,46-50,12,NA
C11181,0,25,M,41186.39,SAL,27,<25,21,NA
C11182,0,28,M,6417.38,NA,32,26-30,0,NA
C11183,0,29,M,25312.59,NA,47,26-30,10,NA
C11184,0,53,M,568.99,NA,8,>50,28,NA
C11185,0,53,M,74656.15,NA,37,>50,20,NA
C11186,0,37,M,16840.21,SAL,40,36-40,1,NA
C11187,1,35,M,16443.21,NA,42,31-35,29,NA
C11188,0,43,M,53197.6,SAL,16,41-45,1,NA
C11189,0,51,M,61590.56,SAL,17,>50,24,NA
C11190,0,24,M,74396.74,SAL,17,<25,15,NA
C11191,0,34,M,195108.9,SAL,31,31-35,29,NA
C11192,0,37,M,219531.01,SAL,25,36-40,26,NA
C11193,1,43,M,55249.27,NA,34,41-45,0,NA
C11194,1,35,M,7927.58,NA,30,31-35,12,NA
C11195,1,55,M,108754.45,NA,5,>50,28,NA
C11196,1,54,M,81953.52,NA,3,>50,8,NA
C11197,0,27,M,161985.35,SELF-EMP,6,26-30,11,NA
C11198,0,35,M,155557.75,SAL,36,31-35,8,NA
C11199,0,47,M,74696.26,SAL,46,46-50,28,NA
C11200,0,31,M,148445.27,SAL,22,31-35,20,NA
C11201,0,24,M,895006.68,SELF-EMP,18,<25,31,NA
C11202,0,27,M,26807.92,SAL,2,26-30,0,NA
C11203,0,34,M,36423.49,SAL,36,31-35,20,NA
C11204,0,50,M,33173.66,SAL,35,46-50,21,NA
C11205,0,23,M,720605.99,SAL,50,<25,27,NA
C11206,0,53,M,7534.13,SELF-EMP,42,>50,26,NA
C11207,0,30,M,11095.78,SAL,42,26-30,26,NA
C11208,0,28,M,169520.36,SAL,4,26-30,31,NA
C11209,0,39,M,221991.86,SAL,33,36-40,9,NA
C11210,0,27,M,95986.26,SELF-EMP,46,26-30,22,NA
C11211,0,31,M,26364.96,SAL,10,31-35,11,NA
C11212,0,33,M,21125.17,PROF,5,31-35,17,NA
C11213,0,34,M,69379.83,SAL,43,31-35,21,NA
C11214,0,36,M,39267.24,PROF,13,36-40,22,NA
C11215,0,32,M,64087.69,SAL,3,31-35,1,NA
C11216,0,33,M,29249.88,SELF-EMP,15,31-35,9,NA
C11217,0,31,M,55532.88,SELF-EMP,23,31-35,1,NA
C11218,0,33,M,55241.43,SAL,49,31-35,26,NA
C11219,0,32,M,65053.59,SAL,16,31-35,26,NA
C11220,0,38,M,62477.7,SAL,4,36-40,27,NA
C11221,0,26,M,59626.92,SAL,3,26-30,23,NA
C11222,0,32,M,45849.19,SELF-EMP,2,31-35,11,NA
C11223,0,27,M,17584.95,SELF-EMP,47,26-30,6,NA
C11224,0,47,M,15190.21,SAL,21,46-50,26,NA
C11225,0,35,M,141627.1,SAL,30,31-35,18,NA
C11226,0,32,M,97203.01,SELF-EMP,2,31-35,20,NA
C11227,1,30,M,5055.33,SELF-EMP,44,26-30,2,NA
C11228,0,28,M,169783.85,SELF-EMP,3,26-30,21,NA
C11229,0,39,M,177719.19,SELF-EMP,4,36-40,13,NA
C11230,0,46,M,97811.78,SAL,7,46-50,19,NA
C11231,0,54,M,34068.5,SAL,34,>50,26,NA
C11232,0,26,M,99444.99,SAL,11,26-30,25,NA
C11233,1,26,M,328147.62,SAL,17,26-30,3,NA
C11234,1,55,M,53840.28,NA,6,>50,4,NA
C11235,1,31,M,9108.77,SELF-EMP,43,31-35,3,NA
C11236,1,43,M,6607.08,NA,48,41-45,8,NA
C11237,0,49,M,11254.86,PROF,50,46-50,18,NA
C11238,0,36,M,17393.7,SAL,1,36-40,22,NA
C11239,0,45,M,721834.12,SAL,14,41-45,20,NA
C11240,0,46,M,140642.26,SAL,47,46-50,22,NA
C11241,0,33,M,4849.34,SAL,27,31-35,22,NA
C11242,0,54,M,40563.6,SAL,13,>50,9,NA
C11243,0,23,M,85216.84,SELF-EMP,26,<25,7,NA
C11244,0,41,M,17963.05,SAL,24,41-45,0,NA
C11245,0,31,M,196127.32,SAL,43,31-35,25,NA
C11246,0,36,M,2215.76,SELF-EMP,50,36-40,0,NA
C11247,0,34,M,202009.43,SAL,15,31-35,13,NA
C11248,0,34,M,239515.41,SELF-EMP,43,31-35,12,NA
C11249,0,46,M,119581.21,PROF,23,46-50,1,NA
C11250,0,50,M,108253.76,SELF-EMP,32,46-50,1,NA
C11251,0,24,M,15956.43,SAL,19,<25,10,NA
C11252,0,27,M,24388.09,PROF,46,26-30,27,NA
C11253,0,27,M,146233.75,SAL,46,26-30,3,NA
C11254,0,54,M,187476.47,SAL,29,>50,8,NA
C11255,0,28,M,240656.29,SAL,36,26-30,30,NA
C11256,0,52,M,100168.32,SELF-EMP,34,>50,8,NA
C11257,0,45,M,19928.98,SAL,1,41-45,17,NA
C11258,0,35,M,54722.4,PROF,37,31-35,4,NA
C11259,0,34,M,13902.8,SAL,6,31-35,3,NA
C11260,0,41,M,103419.79,SAL,14,41-45,4,NA
C11261,0,55,M,26554.74,SELF-EMP,3,>50,8,NA
C11262,0,53,M,29810.5,SAL,41,>50,26,NA
C11263,0,51,M,65359.94,SAL,47,>50,26,NA
C11264,0,33,M,3867.76,SAL,6,31-35,25,NA
C11265,0,30,M,42600.7,PROF,8,26-30,10,NA
C11266,1,29,M,231994.96,SELF-EMP,40,26-30,19,NA
C11267,0,54,M,14685.76,SAL,37,>50,4,NA
C11268,0,36,M,34803.62,SAL,19,36-40,3,NA
C11269,0,28,M,60234.64,SAL,38,26-30,15,NA
C11270,0,24,M,339632.73,SAL,15,<25,7,NA
C11271,0,24,M,6668.88,SELF-EMP,50,<25,4,NA
C11272,1,33,M,1.08,SAL,28,31-35,5,NA
C11273,1,52,M,92130.04,SELF-EMP,1,>50,21,NA
C11274,1,29,M,2019.36,SAL,45,26-30,9,NA
C11275,1,36,M,44678.55,SAL,24,36-40,31,NA
C11276,0,50,M,63646.47,SAL,26,46-50,16,NA
C11277,0,48,M,26699.45,SELF-EMP,31,46-50,2,NA
C11278,0,32,M,18301.86,SELF-EMP,19,31-35,28,NA
C11279,0,46,M,58863.16,SAL,27,46-50,9,NA
C11280,0,55,M,3139.69,SAL,21,>50,24,NA
C11281,0,42,M,102938.24,SAL,47,41-45,10,NA
C11282,0,43,M,42843.63,SELF-EMP,0,41-45,1,NA
C11283,0,53,M,12343.9,SELF-EMP,14,>50,8,NA
C11284,0,29,M,23758.55,SELF-EMP,17,26-30,12,NA
C11285,0,52,M,80367.99,SAL,45,>50,5,NA
C11286,0,52,M,323457.34,SAL,27,>50,2,NA
C11287,0,51,M,74767.59,SAL,9,>50,12,NA
C11288,0,30,M,9973.81,PROF,12,26-30,23,NA
C11289,0,40,M,110744.56,PROF,49,36-40,28,NA
C11290,0,53,M,14973.95,PROF,12,>50,17,NA
C11291,0,53,M,47009.21,PROF,34,>50,23,NA
C11292,0,26,M,385240.48,PROF,22,26-30,0,NA
C11293,0,29,M,22069.21,PROF,11,26-30,0,NA
C11294,0,43,M,20750.27,PROF,41,41-45,5,NA
C11295,0,51,M,211666.05,SAL,14,>50,6,NA
C11296,0,40,M,41389.83,SAL,22,36-40,30,NA
C11297,0,34,M,36183.99,PROF,4,31-35,12,NA
C11298,0,35,M,92366.9,PROF,48,31-35,18,NA
C11299,0,38,M,49803.08,PROF,25,36-40,0,NA
C11300,0,30,M,75497.21,PROF,40,26-30,15,NA
C11301,0,30,M,22069.59,SAL,23,26-30,22,NA
C11302,0,42,M,119269.66,PROF,15,41-45,7,NA
C11303,0,44,M,40141.68,PROF,7,41-45,22,NA
C11304,0,38,M,23062.66,PROF,4,36-40,2,NA
C11305,1,30,M,35523.31,NA,37,26-30,4,NA
C11306,0,52,M,47505.22,SAL,34,>50,11,NA
C11307,0,43,M,52237.54,SAL,22,41-45,17,NA
C11308,0,35,M,153270.25,PROF,31,31-35,14,NA
C11309,0,51,M,205512.28,SAL,24,>50,15,NA
C11310,0,32,M,56073.37,PROF,23,31-35,30,NA
C11311,1,29,M,62054.07,PROF,9,26-30,28,NA
C11312,1,32,M,69717.41,PROF,19,31-35,24,NA
C11313,1,26,M,96973.79,PROF,46,26-30,27,NA
C11314,1,39,M,45499.82,PROF,42,36-40,20,NA
C11315,0,36,M,14958.2,PROF,19,36-40,20,NA
C11316,0,41,M,62840.77,PROF,25,41-45,8,NA
C11317,0,30,M,46787.81,PROF,21,26-30,18,NA
C11318,0,29,M,31367.89,SAL,4,26-30,25,NA
C11319,0,29,M,31260.4,SAL,35,26-30,9,NA
C11320,0,29,M,20029.52,SAL,41,26-30,22,NA
C11321,0,40,M,32997.83,SAL,6,36-40,10,NA
C11322,0,39,M,19332.91,PROF,15,36-40,10,NA
C11323,0,49,M,171411.16,PROF,10,46-50,3,NA
C11324,0,32,M,18390.33,PROF,35,31-35,15,NA
C11325,0,39,M,61368.52,SAL,10,36-40,26,NA
C11326,0,31,M,48417.43,PROF,21,31-35,13,NA
C11327,0,48,M,41535.33,PROF,25,46-50,3,NA
C11328,0,27,M,11996.89,SAL,22,26-30,19,NA
C11329,0,37,M,21816.27,PROF,20,36-40,10,NA
C11330,0,34,M,327789.33,SAL,1,31-35,25,NA
C11331,0,31,M,147784.47,PROF,40,31-35,16,NA
C11332,0,42,M,219995.45,PROF,50,41-45,20,NA
C11333,0,30,M,421704.45,PROF,9,26-30,14,NA
C11334,0,32,M,69904.03,PROF,27,31-35,14,NA
C11335,0,35,M,58576.55,PROF,34,31-35,29,NA
C11336,0,37,M,63092.21,SAL,32,36-40,21,NA
C11337,0,35,M,50327.87,PROF,14,31-35,12,NA
C11338,0,38,M,67579.37,PROF,45,36-40,19,NA
C11339,0,54,M,1329.26,SAL,45,>50,31,NA
C11340,0,38,M,83908.82,SAL,36,36-40,19,NA
C11341,0,29,M,71286.22,SAL,50,26-30,9,NA
C11342,0,42,M,47031.6,SAL,36,41-45,18,NA
C11343,0,50,M,29529.79,SAL,10,46-50,27,NA
C11344,0,44,M,104419.58,SAL,48,41-45,8,NA
C11345,1,35,M,153504.07,SELF-EMP,35,31-35,11,NA
C11346,0,42,M,34745.65,SAL,21,41-45,29,NA
C11347,0,36,M,60089.19,SAL,24,36-40,2,NA
C11348,0,42,M,17205.07,SELF-EMP,17,41-45,29,NA
C11349,0,41,M,8777.7,SELF-EMP,37,41-45,16,NA
C11350,0,53,M,86138.25,SELF-EMP,31,>50,24,NA
C11351,1,53,M,7444.43,SELF-EMP,46,>50,5,NA
C11352,1,40,M,77010.28,SELF-EMP,10,36-40,10,NA
C11353,1,49,M,268607.82,SELF-EMP,44,46-50,26,NA
C11354,1,51,M,61402.27,SELF-EMP,31,>50,24,NA
C11355,0,36,M,150936.92,SELF-EMP,16,36-40,2,NA
C11356,0,50,M,16730.72,SELF-EMP,20,46-50,15,NA
C11357,0,53,M,60150.84,SELF-EMP,18,>50,6,NA
C11358,0,43,M,41044.03,PROF,49,41-45,20,NA
C11359,0,48,M,4853.17,SELF-EMP,50,46-50,2,NA
C11360,0,41,M,72714.8,SELF-EMP,14,41-45,21,NA
C11361,0,38,M,39467.3,SELF-EMP,49,36-40,24,NA
C11362,0,42,M,41711.95,SELF-EMP,28,41-45,28,NA
C11363,0,44,M,31905.8,SAL,29,41-45,5,NA
C11364,0,43,M,46406.69,SELF-EMP,32,41-45,0,NA
C11365,0,51,M,241792.93,SELF-EMP,49,>50,22,NA
C11366,0,55,M,38764.53,SELF-EMP,41,>50,14,NA
C11367,0,36,M,67547.41,SELF-EMP,11,36-40,1,NA
C11368,0,32,M,254197.69,SELF-EMP,44,31-35,22,NA
C11369,0,45,M,25283.03,SELF-EMP,44,41-45,1,NA
C11370,0,48,M,205020.93,SELF-EMP,31,46-50,3,NA
C11371,0,41,M,256900.7,SELF-EMP,7,41-45,17,NA
C11372,0,42,M,26189.38,PROF,9,41-45,16,NA
C11373,0,34,M,51311.76,SELF-EMP,29,31-35,2,NA
C11374,0,45,M,86989.97,SELF-EMP,9,41-45,1,NA
C11375,0,23,M,6917.5,SAL,19,<25,22,NA
C11376,0,47,M,22869.96,SELF-EMP,24,46-50,13,NA
C11377,0,31,M,65699.01,SELF-EMP,7,31-35,24,NA
C11378,0,54,M,45844.92,SELF-EMP,8,>50,12,NA
C11379,0,43,M,109021.23,SELF-EMP,40,41-45,21,NA
C11380,0,45,M,247392.7,SELF-EMP,0,41-45,5,NA
C11381,0,34,M,3843.19,SELF-EMP,27,31-35,13,NA
C11382,0,31,M,329809.1,SELF-EMP,13,31-35,4,NA
C11383,0,26,M,26547.58,SELF-EMP,15,26-30,27,NA
C11384,0,37,M,51966.82,SELF-EMP,32,36-40,29,NA
C11385,1,28,M,176544.42,NA,40,26-30,25,NA
C11386,0,43,M,244055.24,PROF,21,41-45,16,NA
C11387,0,47,M,140993.96,PROF,20,46-50,30,NA
C11388,0,37,M,293815,SAL,34,36-40,17,NA
C11389,0,47,M,157744.83,SAL,4,46-50,0,NA
C11390,0,34,M,50580.38,SAL,17,31-35,31,NA
C11391,1,52,M,176302.18,SELF-EMP,34,>50,8,NA
C11392,1,43,M,186660.07,NA,50,41-45,3,NA
C11393,1,29,M,113845.9,NA,34,26-30,14,NA
C11394,1,36,M,57083.86,PROF,21,36-40,15,NA
C11395,0,42,M,13301.48,SELF-EMP,3,41-45,23,NA
C11396,0,38,M,19645.77,PROF,33,36-40,19,NA
C11397,0,55,M,89526.39,PROF,25,>50,14,NA
C11398,0,51,M,7786.09,PROF,19,>50,6,NA
C11399,0,42,M,105528.03,SAL,24,41-45,5,NA
C11400,0,55,M,124378.93,SAL,6,>50,31,NA
C11401,0,41,M,2732.62,SELF-EMP,20,41-45,12,NA
C11402,0,35,M,62813.61,SAL,39,31-35,2,NA
C11403,0,44,M,63934.52,SAL,50,41-45,28,NA
C11404,0,43,M,4705.87,SAL,37,41-45,30,NA
C11405,0,44,M,12056.31,SAL,10,41-45,16,NA
C11406,0,25,M,137848.36,SAL,32,<25,9,NA
C11407,0,50,M,25713.72,SAL,49,46-50,12,NA
C11408,0,41,M,179435.94,SAL,14,41-45,11,NA
C11409,0,43,M,143338.18,SELF-EMP,36,41-45,10,NA
C11410,0,42,M,83802.2,PROF,50,41-45,22,NA
C11411,0,42,M,106483.49,SAL,37,41-45,29,NA
C11412,0,41,M,148603.6,SAL,30,41-45,7,NA
C11413,0,30,M,189093.87,SAL,24,26-30,17,NA
C11414,0,30,M,180674.68,SAL,50,26-30,18,NA
C11415,0,44,M,7346.21,SAL,48,41-45,18,NA
C11416,0,30,M,298228.41,SAL,6,26-30,16,NA
C11417,0,33,M,31224.04,SAL,22,31-35,2,NA
C11418,0,48,M,165308.32,SAL,32,46-50,30,NA
C11419,0,51,M,9771.44,SAL,21,>50,2,NA
C11420,0,50,M,121098.51,SAL,20,46-50,19,NA
C11421,0,43,M,34362.4,SAL,8,41-45,1,NA
